[18:05:43] [main/INFO]: ModLauncher running: args [--username, Jostemis, --version, forge-47.3.0, --gameDir, C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience, --assetsDir, C:\Users\befen\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 362959dda9da49b4a3135203ff9d142d, --accessToken, ????????, --clientId, NzgxNTU5NmUtNDY3Yy00OWZlLWJkMjgtZjRiNTMzZDhjNzY0, --xuid, 2535460817563007, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\befen\curseforge\minecraft\Install\quickPlay\java\1739279139908.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:05:43] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[18:06:02] [main/INFO]: Found mod file Highlighter-1.20.1-forge-1.1.9.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file hunters_return-1.20.1-11.6.4.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file iceandfire-2.1.13-1.20.1-beta-5.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Iceberg-1.20.1-forge-1.1.25.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file idas_forge-1.10.3+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file ImmediatelyFast-Forge-1.3.3+1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file immersive_armors-1.6.1+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file infernalmobs-1.20.1.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file integrated_api-1.5.1+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file inventoryhud.forge.1.20.1-3.4.26.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file inventorypets-1.20.1-2.1.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file inventorysorter-1.20.1-23.0.8.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file irons_spellbooks-1.20.1-3.4.0.7.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Jade-1.20.1-Forge-11.12.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file jearchaeology-1.20.1-1.0.4.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file jei-1.20.1-forge-15.20.0.106.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file JustEnoughProfessions-forge-1.20.1-3.0.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file JustEnoughResources-1.20.1-1.4.0.247.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file justzoom_forge_2.0.0_MC_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Kambrik-6.1.1+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Kiwi-1.20.1-Forge-11.8.29.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file kleeslabs-forge-1.20-15.0.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file konkrete_forge_1.8.0_MC_1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file kotlinforforge-4.11.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file KryptonReforged-0.2.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file lapisreserve-1.0.8F.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file libIPN-forge-1.20-4.0.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file libraryferret-forge-1.20.1-4.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file lithostitched-forge-1.20.1-1.4.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file loadingbackgrounds-forge-1.20.X-1.5.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file loadmyresources_forge_1.0.4_MC_1.19.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file longer_following_time-merged-1.20.1-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file lootr-forge-1.20-0.7.35.90.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file macawsbridgesbop-1.20-1.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file macawsroofsbop-1.20-1.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mahoutsukai-1.20.1-v1.34.78.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mavapi-1.1.4-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mavm-1.2.6-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-bridges-3.0.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-doors-1.1.1forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-fences-1.1.2-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-furniture-3.3.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-lights-1.1.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-paintings-1.0.5-1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-paths-1.0.5-1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-roofs-2.3.1-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-trapdoors-1.1.4-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcw-windows-2.3.0-mc1.20.1forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcwfencesbop-1.20-1.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mcwfurnituresbop-1.20-1.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file medieval_buildings-forge-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file melody_forge_1.0.3_MC_1.20.1-1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file memorysettings-1.20.1-5.5.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mob_drops_recipes_nether-merged-1.20.1-2.1.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mobdropsrecipes_end-merged-1.20.1-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mobdropsrecipes_overworld-merged-1.20.1-2.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mobs_of_mythology-forge-1.20.1-2.0.9.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MobsOfSins-v0.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file modernfix-forge-5.20.0+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file modonomicon-1.20.1-forge-1.77.5.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file monolib-forge-1.20.1-1.4.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MonsterPlus-Forge1.20.1-v1.1.6.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file moonlight-1.20-2.13.52-forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file more_beautiful_torches-merged-1.20.1-3.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file more_bows_and_arrows-merged-1.20.1-4.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file more_useful_copper-merged-1.20.1-2.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20.1-2.25.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file movingelevators-1.4.10-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file mowziesmobs-1.7.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MutantMonsters-v8.0.7-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MyServerIsCompatible-1.20-1.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MysticalAgradditions-1.20.1-7.0.7.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file MysticalAgriculture-1.20.1-7.0.15.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Nature_Arise-forge-1.20.1-0.8.1c.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file NaturesCompass-1.20.1-1.11.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Necronomicon-Forge-1.6.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Neruina-2.1.2-forge+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file netherportalfix-forge-1.20-13.0.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file new_shield_variants-merged-1.20.1-2.0.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file new_slab_variants-merged-1.20.1-3.0.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file NoChatReports-FORGE-1.20.1-v2.2.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file noisium-forge-2.3.0+mc1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file notenoughanimations-forge-1.9.1-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file obscure_api-15.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file occultism-1.20.1-1.140.2.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file OctoLib-FORGE-0.4.2+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file oculus-mc1.20.1-1.8.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file overclocked_watches-merged-1.20.1-1.1.0.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Paraglider-forge-20.1.3.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
[18:06:02] [main/INFO]: Found mod file Patchouli-1.20.1-84-FORGE.jar of type MOD with provider {mods folder locator at C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\mods}
